SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:48;;;
247;Cesium;Eau;ocean;kg;2.03519E-08;x;1.87103E-08;1.64162E-09
248;Cesium;Eau;river;kg;4.20077E-08;x;3.69563E-08;5.05139E-09
249;Cesium-134;Air;low. pop.;Bq;3.75123E-08;x;2.974E-08;7.77228E-09
250;Cesium-134;Eau;river;Bq;0.000784078;x;0.000731016;5.30616E-05
251;Cesium-136;Eau;river;Bq;5.96457E-07;x;4.72877E-07;1.2358E-07
252;Cesium-137;Air;low. pop.;Bq;6.64971E-07;x;5.27195E-07;1.37776E-07
253;Cesium-137;Eau;ocean;Bq;0.647785532;x;0.603197467;0.044588066
254;Cesium-137;Eau;river;Bq;0.002638331;x;0.002326529;0.000311801
255;Chloramine;Air;high. pop.;kg;4.11504E-14;x;3.71148E-14;4.03566E-15
256;Chloramine;Eau;river;kg;3.69701E-13;x;3.33119E-13;3.65819E-14
257;Chlorate;Eau;river;kg;5.93326E-07;x;5.49506E-07;4.38197E-08
258;Chloride;Eau;;kg;6.3245E-06;x;5.76712E-06;5.57386E-07
259;Chloride;Eau;groundwater;kg;0.000367008;x;0.000344228;2.27791E-05
260;Chloride;Eau;ocean;kg;0.01021118;x;0.009387565;0.000823615
261;Chloride;Eau;river;kg;0.021305735;x;0.018753571;0.002552164
262;Chloride;Sol;;kg;1.63932E-05;x;9.63378E-06;6.75938E-06
263;Chloride;Sol;agricultural;kg;1.43666E-08;x;1.35375E-08;8.29139E-10
264;Chloride;Sol;industrial;kg;0.000100289;x;9.09153E-05;9.37405E-06
265;Chlorinated solvents, unspecified;Eau;ocean;kg;3.51383E-12;x;3.51383E-12;4.16402E-18
266;Chlorinated solvents, unspecified;Eau;river;kg;5.47443E-10;x;5.15933E-10;3.15094E-11
267;Chlorine;Air;;kg;4.95888E-11;x;4.91366E-11;4.52254E-13
268;Chlorine;Air;high. pop.;kg;3.43853E-07;x;3.13507E-07;3.03462E-08
269;Chlorine;Air;low. pop.;kg;4.58458E-10;x;4.25787E-10;3.26709E-11
270;Chlorine;Eau;river;kg;7.63965E-09;x;7.29614E-09;3.43511E-10
271;Chloroacetic acid;Air;high. pop.;kg;6.84055E-12;x;5.04067E-12;1.79988E-12
272;Chloroacetic acid;Eau;river;kg;4.06942E-10;x;3.14079E-10;9.28623E-11
273;Chloroacetyl chloride;Eau;river;kg;8.04951E-15;x;6.29366E-15;1.75585E-15
274;Chloroform;Air;;kg;1.01078E-18;x;9.64061E-19;4.67162E-20
275;Chloroform;Air;high. pop.;kg;1.53636E-10;x;1.49364E-10;4.2722E-12
276;Chloroform;Air;low. pop.;kg;1.73908E-12;x;1.61773E-12;1.2135E-13
277;Chloroform;Eau;river;kg;1.67704E-11;x;1.65955E-11;1.74949E-13
278;Chlorosilane, trimethyl-;Air;high. pop.;kg;3.55995E-11;x;3.33541E-11;2.24534E-12
279;Chlorosulfonic acid;Air;high. pop.;kg;2.85178E-14;x;2.20693E-14;6.44849E-15
280;Chlorosulfonic acid;Eau;river;kg;7.11164E-14;x;5.50356E-14;1.60808E-14
281;Chlorothalonil;Sol;agricultural;kg;2.38776E-10;x;2.24539E-10;1.42372E-11
282;Chromium;Brut;in ground;kg;0.001096857;x;0.001093965;2.8921E-06
283;Chromium;Air;;kg;2.99846E-08;x;1.39206E-08;1.6064E-08
284;Chromium;Air;high. pop.;kg;2.96389E-08;x;2.77057E-08;1.9332E-09
285;Chromium;Air;low. pop.;kg;3.77173E-06;x;3.76226E-06;9.46753E-09
286;Chromium;Air;stratosphere + troposphere;kg;3.04348E-15;x;3.01744E-15;2.60404E-17
287;Chromium;Sol;;kg;8.81404E-10;x;4.29522E-11;8.38452E-10
288;Chromium;Sol;agricultural;kg;1.15034E-09;x;1.08065E-09;6.96954E-11
289;Chromium;Sol;industrial;kg;1.43274E-07;x;1.29883E-07;1.33915E-08
290;Chromium-51;Air;low. pop.;Bq;5.01897E-08;x;3.97907E-08;1.0399E-08
291;Chromium-51;Eau;river;Bq;0.001036965;x;0.000883084;0.000153881
292;Chromium VI;Air;;kg;1.2924E-11;x;2.4471E-12;1.04769E-11
293;Chromium VI;Air;high. pop.;kg;5.03301E-10;x;4.81854E-10;2.14477E-11
294;Chromium VI;Air;low. pop.;kg;9.43829E-08;x;9.41393E-08;2.43513E-10
295;Chromium VI;Eau;;kg;1.42575E-09;x;1.31157E-09;1.14183E-10
296;Chromium VI;Eau;groundwater;kg;4.48339E-08;x;4.20108E-08;2.82305E-09
297;Chromium VI;Eau;river;kg;5.96188E-07;x;5.56016E-07;4.01725E-08
298;Chromium VI;Sol;;kg;6.82873E-08;x;6.14589E-08;6.82843E-09
299;Chromium, ion;Eau;;kg;1.14255E-08;x;9.77555E-09;1.6499E-09
300;Chromium, ion;Eau;groundwater;kg;2.99022E-11;x;2.51762E-11;4.72597E-12
301;Chromium, ion;Eau;ocean;kg;9.76444E-08;x;8.98718E-08;7.77264E-09
302;Chromium, ion;Eau;river;kg;7.25623E-08;x;6.18408E-08;1.07216E-08
303;Chrysotile;Brut;in ground;kg;1.33696E-08;x;1.23843E-08;9.85314E-10
304;Cinnabar;Brut;in ground;kg;1.25093E-09;x;1.1597E-09;9.12264E-11
305;Clay;Brut;in ground;kg;0.006271569;x;0.005964388;0.00030718
306;Clay, bentonite;Brut;in ground;kg;0.00041479;x;0.000378127;3.66633E-05
307;Coal, brown;Brut;in ground;kg;0.04722558;x;0.044246905;0.002978675
308;Coal, hard;Brut;in ground;kg;0.038492438;x;0.03611874;0.002373698
309;Cobalt;Brut;in ground;kg;1.09235E-08;x;7.78706E-09;3.13643E-09
310;Cobalt;Air;;kg;1.90272E-11;x;1.6875E-11;2.15221E-12
311;Cobalt;Air;high. pop.;kg;5.71012E-08;x;5.32079E-08;3.89331E-09
312;Cobalt;Air;low. pop.;kg;4.78501E-08;x;4.75236E-08;3.26479E-10
313;Cobalt;Eau;;kg;3.75736E-13;x;3.5837E-13;1.73655E-14
314;Cobalt;Eau;groundwater;kg;5.41771E-09;x;5.11672E-09;3.00984E-10
315;Cobalt;Eau;ocean;kg;1.95137E-11;x;1.81706E-11;1.34317E-12
316;Cobalt;Eau;river;kg;2.4711E-08;x;2.31349E-08;1.57606E-09
317;Cobalt;Sol;agricultural;kg;9.38383E-11;x;8.89613E-11;4.877E-12
318;Cobalt-57;Eau;river;Bq;1.89335E-05;x;1.50106E-05;3.92288E-06
319;Cobalt-58;Air;low. pop.;Bq;6.98919E-08;x;5.54109E-08;1.4481E-08
320;Cobalt-58;Eau;river;Bq;0.007575724;x;0.00672155;0.000854174
321;Cobalt-60;Air;low. pop.;Bq;6.17418E-07;x;4.89492E-07;1.27927E-07
322;Cobalt-60;Eau;river;Bq;0.00595262;x;0.005240316;0.000712304
323;COD, Chemical Oxygen Demand;Eau;;kg;4.52058E-06;x;4.34553E-06;1.75043E-07
324;COD, Chemical Oxygen Demand;Eau;groundwater;kg;5.53034E-09;x;5.18841E-09;3.41935E-10
325;COD, Chemical Oxygen Demand;Eau;ocean;kg;0.002087605;x;0.001884866;0.000202739
326;COD, Chemical Oxygen Demand;Eau;river;kg;0.011151733;x;0.010240744;0.000910989
327;Colemanite;Brut;in ground;kg;7.25097E-07;x;7.07149E-07;1.79475E-08
328;Copper;Air;;kg;8.86426E-07;x;1.61057E-08;8.70321E-07
329;Copper;Air;high. pop.;kg;1.00813E-07;x;9.40755E-08;6.73761E-09
330;Copper;Air;low. pop.;kg;2.84963E-07;x;2.78601E-07;6.36244E-09
331;Copper;Air;stratosphere + troposphere;kg;1.03475E-13;x;1.0259E-13;8.85334E-16
332;Copper;Sol;;kg;5.49985E-08;x;3.89714E-08;1.6027E-08
333;Copper;Sol;agricultural;kg;1.99672E-09;x;1.91811E-09;7.86134E-11
334;Copper;Sol;industrial;kg;6.42806E-10;x;5.56052E-10;8.67541E-11
335;Copper, 0.99% in sulfide, Cu 0.36% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;9.32303E-06;x;9.07207E-06;2.50967E-07
336;Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;5.12617E-05;x;4.98807E-05;1.38095E-06
337;Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;1.35978E-05;x;1.32315E-05;3.66315E-07
338;Copper, 2.19% in sulfide, Cu 1.83% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;6.80329E-05;x;6.62104E-05;1.82254E-06
339;Copper, ion;Eau;;kg;2.22156E-08;x;9.67021E-09;1.25454E-08
340;Copper, ion;Eau;groundwater;kg;5.04263E-09;x;4.83115E-09;2.11485E-10
341;Copper, ion;Eau;lake;kg;2.26436E-13;x;2.24055E-13;2.38167E-15
342;Copper, ion;Eau;ocean;kg;2.8032E-08;x;2.63622E-08;1.66987E-09
343;Copper, ion;Eau;river;kg;4.89184E-08;x;4.62837E-08;2.63467E-09
344;Cumene;Air;;kg;9.07116E-20;x;8.65191E-20;4.19252E-21
345;Cumene;Air;high. pop.;kg;8.37054E-08;x;7.31824E-08;1.05229E-08
346;Cumene;Air;low. pop.;kg;9.66134E-14;x;8.98718E-14;6.74168E-15
347;Cumene;Eau;river;kg;2.01146E-07;x;1.75859E-07;2.52862E-08
348;Cyanide;Air;;kg;4.27632E-17;x;4.07868E-17;1.9764E-18
349;Cyanide;Air;high. pop.;kg;4.47376E-09;x;4.2184E-09;2.55358E-10
350;Cyanide;Air;low. pop.;kg;4.36537E-08;x;4.33884E-08;2.65255E-10
351;Cyanide;Eau;;kg;8.40775E-09;x;7.7162E-09;6.91554E-10
352;Cyanide;Eau;ocean;kg;8.69692E-08;x;8.10177E-08;5.95151E-09
353;Cyanide;Eau;river;kg;1.2617E-07;x;1.16433E-07;9.737E-09
354;Cyanoacetic acid;Air;high. pop.;kg;2.3355E-14;x;1.8074E-14;5.28102E-15
355;Cypermethrin;Sol;agricultural;kg;1.07156E-10;x;9.67563E-11;1.03999E-11
356;Diatomite;Brut;in ground;kg;1.05892E-11;x;7.52804E-12;3.06118E-12
357;Dichromate;Eau;river;kg;1.78092E-09;x;1.60297E-09;1.77952E-10
358;Diethylamine;Air;high. pop.;kg;1.97806E-13;x;1.78182E-13;1.96241E-14
359;Diethylamine;Eau;river;kg;4.7474E-13;x;4.27643E-13;4.70969E-14
360;Dimethyl malonate;Air;high. pop.;kg;2.9287E-14;x;2.26646E-14;6.62235E-15
361;Dimethylamine;Eau;river;kg;3.78104E-13;x;3.17424E-13;6.06801E-14
362;Dinitrogen monoxide;Air;;kg;1.47375E-05;x;1.67992E-06;1.30576E-05
363;Dinitrogen monoxide;Air;high. pop.;kg;4.06994E-06;x;3.76535E-06;3.04595E-07
364;Dinitrogen monoxide;Air;low. pop.;kg;4.5248E-06;x;4.04505E-06;4.7975E-07
365;Dinitrogen monoxide;Air;stratosphere + troposphere;kg;1.82605E-12;x;1.81042E-12;1.56242E-14
366;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;Air;;kg;9.30604E-14;x;8.54992E-14;7.56124E-15
367;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;Air;high. pop.;kg;1.47062E-14;x;1.37954E-14;9.10776E-16
368;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;Air;low. pop.;kg;4.28255E-14;x;4.10257E-14;1.79988E-15
369;Dipropylamine;Air;high. pop.;kg;1.24979E-13;x;1.12751E-13;1.22286E-14
370;Dipropylamine;Eau;river;kg;2.99958E-13;x;2.70608E-13;2.93494E-14
371;DOC, Dissolved Organic Carbon;Eau;;kg;1.4936E-06;x;1.46625E-06;2.73523E-08
372;DOC, Dissolved Organic Carbon;Eau;lake;kg;2.40509E-09;x;2.0994E-09;3.05693E-10
373;DOC, Dissolved Organic Carbon;Eau;ocean;kg;0.000682707;x;0.000618178;6.45291E-05
374;DOC, Dissolved Organic Carbon;Eau;river;kg;0.003294596;x;0.003016646;0.00027795
375;Dolomite;Brut;in ground;kg;3.72806E-05;x;3.46773E-05;2.60333E-06
376;Energy, gross calorific value, in biomass;Brut;biotic;MJ;0.059312008;x;0.056471608;0.0028404
377;Energy, gross calorific value, in biomass, primary forest;Brut;biotic;MJ;6.63616E-05;x;5.99317E-05;6.4299E-06
378;Energy, kinetic (in wind), converted;Brut;in air;MJ;0.019610468;x;0.018388652;0.001221816
379;Energy, potential (in hydropower reservoir), converted;Brut;in water;MJ;0.17703095;x;0.166954373;0.010076577
380;Energy, solar, converted;Brut;in air;MJ;0.00027968;x;0.000260429;1.92506E-05
381;Ethane;Air;;kg;2.53623E-10;x;2.41901E-10;1.17219E-11
382;Ethane;Air;high. pop.;kg;1.4512E-05;x;1.27862E-05;1.7258E-06
383;Ethane;Air;low. pop.;kg;1.12506E-05;x;1.06578E-05;5.92814E-07
384;Ethane, 1,1-difluoro-, HFC-152a;Air;high. pop.;kg;1.02912E-10;x;9.58648E-11;7.04709E-12
385;Ethane, 1,1,1-trichloro-, HCFC-140;Air;;kg;1.86976E-18;x;1.78334E-18;8.64159E-20
386;Ethane, 1,1,1-trichloro-, HCFC-140;Air;low. pop.;kg;3.54835E-13;x;3.30075E-13;2.47603E-14
387;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Air;;kg;1.92386E-08;x;1.07619E-08;8.47676E-09
388;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Air;high. pop.;kg;1.42791E-11;x;1.41024E-11;1.76633E-13
389;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Air;low. pop.;kg;8.15142E-11;x;7.55689E-11;5.94531E-12
390;Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;Air;high. pop.;kg;6.01306E-12;x;5.95094E-12;6.21266E-14
391;Ethane, 1,2-dichloro-;Air;high. pop.;kg;1.38426E-08;x;1.30808E-08;7.61754E-10
392;Ethane, 1,2-dichloro-;Air;low. pop.;kg;7.08786E-13;x;6.59327E-13;4.94587E-14
393;Ethane, 1,2-dichloro-;Eau;river;kg;7.71862E-10;x;7.11577E-10;6.02852E-11
394;Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;Air;low. pop.;kg;1.40709E-09;x;1.30152E-09;1.05578E-10
395;Ethane, hexafluoro-, HFC-116;Air;;kg;4.71161E-09;x;4.56689E-09;1.44716E-10
396;Ethane, hexafluoro-, HFC-116;Air;high. pop.;kg;4.1694E-10;x;4.12484E-10;4.45527E-12
397;Ethanol;Air;high. pop.;kg;1.00209E-07;x;9.14592E-08;8.75012E-09
398;Ethanol;Air;low. pop.;kg;4.80339E-10;x;4.43957E-10;3.63818E-11
399;Ethanol;Eau;river;kg;1.90711E-09;x;1.88595E-09;2.11645E-11
400;Ethene;Air;high. pop.;kg;2.98402E-06;x;2.64787E-06;3.36146E-07
401;Ethene;Air;low. pop.;kg;3.47127E-07;x;3.30892E-07;1.62351E-08
402;Ethene;Eau;river;kg;8.05525E-08;x;6.99994E-08;1.0553E-08
403;Ethene, chloro-;Air;;kg;6.84959E-19;x;6.53301E-19;3.16582E-20
404;Ethene, chloro-;Air;high. pop.;kg;6.27544E-09;x;6.05075E-09;2.24693E-10
405;Ethene, chloro-;Eau;river;kg;3.87359E-11;x;3.68011E-11;1.93479E-12
406;Ethene, tetrachloro-;Air;;kg;1.48099E-15;x;1.41254E-15;6.8449E-17
407;Ethene, tetrachloro-;Air;high. pop.;kg;1.05345E-13;x;9.9222E-14;6.12325E-15
408;Ethene, tetrachloro-;Air;low. pop.;kg;7.62367E-13;x;7.09169E-13;5.3198E-14
409;Ethyl acetate;Air;high. pop.;kg;2.27458E-07;x;2.2509E-07;2.36821E-09
410;Ethyl acetate;Eau;river;kg;6.33258E-13;x;5.81968E-13;5.12894E-14
411;Ethyl cellulose;Air;high. pop.;kg;4.59981E-10;x;4.55229E-10;4.75165E-12
412;Ethylamine;Air;high. pop.;kg;2.38799E-14;x;2.16436E-14;2.23631E-15
413;Ethylamine;Eau;river;kg;5.73119E-14;x;5.19448E-14;5.36707E-15
414;Ethylene diamine;Air;high. pop.;kg;2.58775E-13;x;2.31479E-13;2.72957E-14
415;Ethylene diamine;Eau;river;kg;6.23022E-13;x;5.57109E-13;6.59136E-14
416;Ethylene oxide;Air;;kg;2.59485E-11;x;2.57264E-11;2.2202E-13
417;Ethylene oxide;Air;high. pop.;kg;1.16585E-09;x;1.03155E-09;1.34294E-10
418;Ethylene oxide;Air;low. pop.;kg;1.82987E-12;x;1.81421E-12;1.56566E-14
419;Ethylene oxide;Air;stratosphere + troposphere;kg;1.11202E-11;x;1.10251E-11;9.51498E-14
420;Ethylene oxide;Eau;river;kg;1.43185E-10;x;1.41346E-10;1.83883E-12
421;Ethyne;Air;;kg;2.53085E-10;x;2.40688E-10;1.2397E-11
422;Ethyne;Air;high. pop.;kg;3.78509E-08;x;3.75189E-08;3.32003E-10
423;Ethyne;Air;low. pop.;kg;7.54211E-09;x;6.90056E-09;6.41555E-10
424;Feldspar;Brut;in ground;kg;5.77196E-11;x;5.54845E-11;2.23507E-12
425;Fenpiclonil;Sol;agricultural;kg;1.062E-11;x;9.78155E-12;8.38487E-13
426;Fluoride;Eau;;kg;5.66076E-08;x;5.19847E-08;4.62293E-09
427;Fluoride;Eau;groundwater;kg;2.34256E-07;x;2.21443E-07;1.28123E-08
428;Fluoride;Eau;ocean;kg;2.22783E-06;x;2.04998E-06;1.77846E-07
429;Fluoride;Eau;river;kg;3.52964E-06;x;3.2123E-06;3.17343E-07
430;Fluoride;Sol;;kg;4.62105E-08;x;4.1592E-08;4.6185E-09
431;Fluoride;Sol;industrial;kg;1.43274E-06;x;1.29883E-06;1.33915E-07
432;Fluorine;Air;;kg;2.86194E-12;x;2.6714E-12;1.9054E-13
433;Fluorine;Air;high. pop.;kg;1.72107E-09;x;1.6219E-09;9.91652E-11
434;Fluorine;Air;low. pop.;kg;1.93929E-08;x;1.92052E-08;1.87637E-10
435;Fluorine, 4.5% in apatite, 1% in crude ore, in ground;Brut;in ground;kg;3.07947E-06;x;2.82808E-06;2.51392E-07
436;Fluorine, 4.5% in apatite, 3% in crude ore, in ground;Brut;in ground;kg;1.35924E-06;x;1.24786E-06;1.1138E-07
437;Fluorspar;Brut;in ground;kg;9.07478E-05;x;8.34513E-05;7.29655E-06
438;Fluosilicic acid;Air;high. pop.;kg;5.50668E-09;x;5.33755E-09;1.69135E-10
439;Fluosilicic acid;Eau;river;kg;9.91217E-09;x;9.60774E-09;3.04436E-10
440;Formaldehyde;Air;;kg;7.33884E-06;x;6.77883E-08;7.27106E-06
441;Formaldehyde;Air;high. pop.;kg;2.47422E-07;x;2.31094E-07;1.63278E-08
442;Formaldehyde;Air;low. pop.;kg;6.19961E-08;x;5.79372E-08;4.05885E-09
443;Formaldehyde;Air;stratosphere + troposphere;kg;9.58743E-12;x;9.5054E-12;8.20304E-14
444;Formaldehyde;Eau;;kg;4.92724E-07;x;4.91358E-07;1.36678E-09
445;Formaldehyde;Eau;river;kg;2.53746E-10;x;2.42911E-10;1.08354E-11
446;Formamide;Air;high. pop.;kg;1.88693E-14;x;1.73325E-14;1.53688E-15
447;Formamide;Eau;river;kg;4.52882E-14;x;4.15995E-14;3.68864E-15
448;Formate;Eau;river;kg;6.63969E-12;x;5.34598E-12;1.29372E-12
449;Formic acid;Air;high. pop.;kg;2.84635E-10;x;2.81695E-10;2.93937E-12
450;Formic acid;Air;low. pop.;kg;4.32311E-09;x;3.90425E-09;4.18863E-10
451;Formic acid;Eau;river;kg;1.31463E-14;x;1.20756E-14;1.07074E-15
452;Furan;Air;;kg;1.45508E-19;x;1.38783E-19;6.72504E-21
453;Furan;Air;low. pop.;kg;1.22759E-09;x;1.10865E-09;1.1894E-10
454;Gallium;Brut;in ground;kg;7.92564E-13;x;7.38265E-13;5.42992E-14
455;Gas, mine, off-gas, process, coal mining/m3;Brut;in ground;m3;0.00037316;x;0.000349965;2.31952E-05
456;Gas, natural/m3;Brut;in ground;m3;0.080126926;x;0.071358388;0.008768538
457;Glutaraldehyde;Eau;ocean;kg;2.76867E-08;x;2.54814E-08;2.20532E-09
458;Glyphosate;Sol;agricultural;kg;1.89047E-09;x;1.58408E-09;3.06384E-10
459;Glyphosate;Sol;industrial;kg;3.62527E-09;x;2.63875E-09;9.86518E-10
460;Gold;Brut;in ground;kg;9.89288E-10;x;9.79068E-10;1.02207E-11
461;Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground;Brut;in ground;kg;4.50559E-10;x;4.45904E-10;4.65498E-12
462;Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground;Brut;in ground;kg;8.26229E-10;x;8.17693E-10;8.53625E-12
463;Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore, in ground;Brut;in ground;kg;1.51103E-09;x;1.49542E-09;1.5611E-11
464;Gold, Au 4.3E-4%, in ore, in ground;Brut;in ground;kg;3.74488E-10;x;3.70619E-10;3.86906E-12
465;Gold, Au 4.9E-5%, in ore, in ground;Brut;in ground;kg;8.9696E-10;x;8.87693E-10;9.26675E-12
466;Gold, Au 6.7E-4%, in ore, in ground;Brut;in ground;kg;1.38864E-09;x;1.3743E-09;1.43466E-11
467;Gold, Au 7.1E-4%, in ore, in ground;Brut;in ground;kg;1.56583E-09;x;1.54966E-09;1.61772E-11
468;Gold, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground;Brut;in ground;kg;9.38275E-11;x;9.28582E-11;9.6938E-13
469;Granite;Brut;in ground;kg;3.38777E-13;x;3.30277E-13;8.49995E-15
470;Gravel;Brut;in ground;kg;0.059126137;x;0.049013973;0.010112164
471;Gypsum;Brut;in ground;kg;4.22142E-08;x;3.70991E-08;5.11513E-09
472;Heat, waste;Air;;MJ;5.664304133;x;0.674704133;4.9896
473;Heat, waste;Air;high. pop.;MJ;5.266752883;x;4.940893867;0.325859016
474;Heat, waste;Air;low. pop.;MJ;3.533966435;x;3.107720533;0.426245902
475;Heat, waste;Air;stratosphere + troposphere;MJ;2.77562E-06;x;2.75187E-06;2.37494E-08
476;Heat, waste;Eau;;MJ;0.002091959;x;0.002045735;0.000046224
477;Heat, waste;Eau;ocean;MJ;2.10848E-05;x;1.95868E-05;1.49808E-06
478;Heat, waste;Eau;river;MJ;1.192958456;x;1.103598193;0.089360262
479;Heat, waste;Sol;;MJ;0.009857097;x;0.008599694;0.001257403
480;Heat, waste;Sol;industrial;MJ;0.000347483;x;0.000319611;2.78729E-05
481;Helium;Air;;kg;6.72247E-16;x;6.1798E-16;5.42673E-17
482;Helium;Air;low. pop.;kg;2.72512E-06;x;2.09828E-06;6.26843E-07
483;Heptane;Air;high. pop.;kg;1.33957E-05;x;1.17595E-05;1.63613E-06
484;Hexane;Air;;kg;1.46804E-10;x;1.40018E-10;6.78506E-12
485;Hexane;Air;high. pop.;kg;3.22486E-05;x;2.87393E-05;3.50929E-06
486;Hexane;Air;low. pop.;kg;3.32101E-08;x;3.08258E-08;2.38432E-09
487;Hydrocarbons, aliphatic, alkanes, cyclic;Air;high. pop.;kg;1.50534E-09;x;1.32588E-09;1.79457E-10
488;Hydrocarbons, aliphatic, alkanes, cyclic;Air;low. pop.;kg;1.02761E-11;x;9.55905E-12;7.17067E-13
489;Hydrocarbons, aliphatic, alkanes, unspecified;Air;;kg;1.34498E-06;x;1.22653E-06;1.18448E-07
490;Hydrocarbons, aliphatic, alkanes, unspecified;Air;high. pop.;kg;0.00014174;x;0.000141553;1.87637E-07
