SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:48;;;
491;Hydrocarbons, aliphatic, alkanes, unspecified;Air;low. pop.;kg;6.37772E-07;x;6.04335E-07;3.34375E-08
492;Hydrocarbons, aliphatic, alkanes, unspecified;Eau;ocean;kg;2.64577E-06;x;2.43236E-06;2.13415E-07
493;Hydrocarbons, aliphatic, alkanes, unspecified;Eau;river;kg;5.461E-06;x;4.80431E-06;6.56693E-07
494;Hydrocarbons, aliphatic, unsaturated;Air;;kg;4.25869E-17;x;3.95612E-17;3.02577E-18
495;Hydrocarbons, aliphatic, unsaturated;Air;high. pop.;kg;2.57651E-05;x;2.57578E-05;7.3463E-09
496;Hydrocarbons, aliphatic, unsaturated;Air;low. pop.;kg;1.85098E-07;x;1.73372E-07;1.17258E-08
497;Hydrocarbons, aliphatic, unsaturated;Eau;ocean;kg;2.44225E-07;x;2.24525E-07;1.97003E-08
498;Hydrocarbons, aliphatic, unsaturated;Eau;river;kg;5.04092E-07;x;4.43474E-07;6.06181E-08
499;Hydrocarbons, aromatic;Air;;kg;4.29023E-07;x;3.97921E-07;3.11022E-08
500;Hydrocarbons, aromatic;Air;high. pop.;kg;2.60089E-05;x;2.60035E-05;5.39044E-09
501;Hydrocarbons, aromatic;Air;low. pop.;kg;2.38063E-07;x;2.26556E-07;1.15075E-08
502;Hydrocarbons, aromatic;Eau;ocean;kg;1.1206E-05;x;1.03028E-05;9.03252E-07
503;Hydrocarbons, aromatic;Eau;river;kg;2.20722E-05;x;1.94109E-05;2.66123E-06
504;Hydrocarbons, chlorinated;Air;;kg;9.1268E-09;x;8.78418E-09;3.42626E-10
505;Hydrocarbons, chlorinated;Air;high. pop.;kg;6.44898E-09;x;6.43399E-09;1.49964E-11
506;Hydrocarbons, chlorinated;Air;low. pop.;kg;3.60107E-12;x;3.34978E-12;2.51286E-13
507;Hydrocarbons, unspecified;Eau;;kg;3.67356E-08;x;3.3909E-08;2.82659E-09
508;Hydrocarbons, unspecified;Eau;ocean;kg;4.27169E-06;x;3.93661E-06;3.35083E-07
509;Hydrocarbons, unspecified;Eau;river;kg;2.70406E-07;x;2.59835E-07;1.05716E-08
510;Hydrogen;Air;;kg;1.45617E-08;x;1.26209E-08;1.94081E-09
511;Hydrogen;Air;high. pop.;kg;2.64328E-06;x;2.44001E-06;2.0327E-07
512;Hydrogen-3, Tritium;Air;low. pop.;Bq;19.89932372;x;18.54698667;1.352337049
513;Hydrogen-3, Tritium;Eau;ocean;Bq;1345.845709;x;1253.208267;92.63744262
514;Hydrogen-3, Tritium;Eau;river;Bq;144.0660669;x;134.04048;10.02558689
515;Hydrogen chloride;Air;;kg;1.89493E-06;x;1.73048E-06;1.64452E-07
516;Hydrogen chloride;Air;high. pop.;kg;5.55919E-06;x;5.353E-06;2.06191E-07
517;Hydrogen chloride;Air;low. pop.;kg;8.61039E-06;x;8.06875E-06;5.41647E-07
518;Hydrogen chloride;Air;stratosphere + troposphere;kg;5.23472E-14;x;5.18994E-14;4.47899E-16
519;Hydrogen fluoride;Air;;kg;2.43692E-07;x;2.3129E-07;1.24016E-08
520;Hydrogen fluoride;Air;high. pop.;kg;3.4013E-07;x;3.21265E-07;1.88646E-08
521;Hydrogen fluoride;Air;low. pop.;kg;1.76965E-06;x;1.65706E-06;1.12596E-07
522;Hydrogen peroxide;Air;high. pop.;kg;3.40864E-10;x;3.37331E-10;3.53337E-12
523;Hydrogen peroxide;Eau;river;kg;2.91632E-09;x;2.87856E-09;3.77593E-11
524;Hydrogen sulfide;Air;;kg;2.01622E-07;x;1.86735E-07;1.48874E-08
525;Hydrogen sulfide;Air;high. pop.;kg;2.37855E-10;x;2.09564E-10;2.82907E-11
526;Hydrogen sulfide;Air;low. pop.;kg;8.58407E-07;x;8.25404E-07;3.30037E-08
527;Hydrogen sulfide;Eau;river;kg;1.0578E-08;x;9.72307E-09;8.54882E-10
528;Hydroxide;Eau;river;kg;9.50632E-09;x;9.40238E-09;1.03938E-10
529;Hypochlorite;Eau;ocean;kg;4.06732E-08;x;3.80992E-08;2.57394E-09
530;Hypochlorite;Eau;river;kg;3.8816E-08;x;3.63601E-08;2.45585E-09
531;Indium;Brut;in ground;kg;4.8912E-10;x;3.36964E-10;1.52156E-10
532;Iodide;Eau;groundwater;kg;4.25044E-09;x;3.98278E-09;2.67663E-10
533;Iodide;Eau;ocean;kg;2.03519E-06;x;1.87103E-06;1.64162E-07
534;Iodide;Eau;river;kg;4.20528E-06;x;3.6999E-06;5.05387E-07
535;Iodine;Brut;in water;kg;1.16946E-10;x;1.05384E-10;1.15615E-11
536;Iodine;Air;;kg;5.76325E-17;x;5.35377E-17;4.09479E-18
537;Iodine;Air;high. pop.;kg;8.60609E-10;x;8.53304E-10;7.30452E-12
538;Iodine;Air;low. pop.;kg;7.12978E-08;x;6.68091E-08;4.48873E-09
539;Iodine-129;Air;low. pop.;Bq;0.003480327;x;0.003240779;0.000239548
540;Iodine-131;Air;low. pop.;Bq;0.17262178;x;0.161690587;0.010931193
541;Iodine-131;Eau;river;Bq;0.000169695;x;0.000155109;1.45862E-05
542;Iodine-133;Air;low. pop.;Bq;8.14429E-06;x;7.0397E-06;1.10459E-06
543;Iodine-133;Eau;river;Bq;5.27683E-06;x;4.18352E-06;1.09331E-06
544;Iodine-135;Air;low. pop.;Bq;9.28571E-06;x;8.62595E-06;6.59756E-07
545;Iron;Brut;in ground;kg;0.011121116;x;0.010206462;0.000914654
546;Iron;Air;;kg;9.06163E-08;x;8.42684E-08;6.34792E-09
547;Iron;Air;high. pop.;kg;6.0424E-07;x;5.80809E-07;2.34307E-08
548;Iron;Air;low. pop.;kg;5.19063E-08;x;4.95161E-08;2.39016E-09
549;Iron;Sol;;kg;7.08042E-06;x;5.20369E-06;1.87672E-06
550;Iron;Sol;agricultural;kg;4.14355E-07;x;3.94256E-07;2.00986E-08
551;Iron;Sol;industrial;kg;5.73093E-05;x;5.19527E-05;5.35662E-06
552;Iron-59;Eau;river;Bq;1.4507E-06;x;1.15012E-06;3.00576E-07
553;Iron, ion;Eau;;kg;2.61162E-06;x;2.37089E-06;2.40734E-07
554;Iron, ion;Eau;groundwater;kg;7.61416E-05;x;7.13515E-05;4.79007E-06
555;Iron, ion;Eau;ocean;kg;1.0906E-06;x;1.00277E-06;8.78323E-08
556;Iron, ion;Eau;river;kg;5.7223E-06;x;5.18802E-06;5.34281E-07
557;Isocyanic acid;Air;high. pop.;kg;1.77654E-09;x;1.57453E-09;2.02013E-10
558;Isoprene;Air;;kg;1.94381E-18;x;1.85398E-18;8.98383E-20
559;Isoprene;Air;low. pop.;kg;5.69644E-11;x;5.1445E-11;5.51933E-12
560;Isopropylamine;Air;high. pop.;kg;6.15271E-15;x;5.35076E-15;8.01944E-16
561;Isopropylamine;Eau;river;kg;1.47666E-14;x;1.28419E-14;1.9247E-15
562;Kaolinite;Brut;in ground;kg;1.85704E-06;x;1.79317E-06;6.38634E-08
563;Kieserite;Brut;in ground;kg;4.04015E-09;x;3.21206E-09;8.28094E-10
564;Krypton-85;Air;low. pop.;Bq;1.366300694;x;1.278746333;0.087554361
565;Krypton-85m;Air;low. pop.;Bq;0.068402521;x;0.057386344;0.011016177
566;Krypton-87;Air;low. pop.;Bq;0.026946781;x;0.023757948;0.003188833
567;Krypton-88;Air;low. pop.;Bq;0.026660281;x;0.023009527;0.003650754
568;Krypton-89;Air;low. pop.;Bq;0.006901058;x;0.005627154;0.001273904
569;Lactic acid;Air;high. pop.;kg;9.79042E-14;x;8.83252E-14;9.57907E-15
570;Lactic acid;Eau;river;kg;2.34969E-13;x;2.11979E-13;2.29898E-14
571;Lanthanum-140;Air;low. pop.;Bq;2.76132E-07;x;2.1892E-07;5.72117E-08
572;Lanthanum-140;Eau;river;Bq;8.9526E-06;x;7.09765E-06;1.85494E-06
573;Lead;Brut;in ground;kg;4.17112E-06;x;3.37396E-06;7.97164E-07
574;Lead;Air;;kg;9.01095E-08;x;4.27701E-08;4.73394E-08
575;Lead;Air;high. pop.;kg;1.05011E-07;x;9.58395E-08;9.17132E-09
576;Lead;Air;low. pop.;kg;2.31552E-07;x;2.27123E-07;4.42853E-09
577;Lead;Air;stratosphere + troposphere;kg;1.21743E-15;x;1.20701E-15;1.04163E-17
578;Lead;Eau;;kg;1.51277E-08;x;7.30513E-09;7.82256E-09
579;Lead;Eau;groundwater;kg;3.50779E-10;x;3.3914E-10;1.16389E-11
580;Lead;Eau;lake;kg;1.47819E-14;x;1.46264E-14;1.55476E-16
581;Lead;Eau;ocean;kg;1.52021E-07;x;1.39923E-07;1.20983E-08
582;Lead;Eau;river;kg;1.28518E-07;x;1.12293E-07;1.62248E-08
583;Lead;Sol;;kg;7.60575E-09;x;3.70636E-10;7.23511E-09
584;Lead;Sol;agricultural;kg;5.79721E-10;x;5.5046E-10;2.92609E-11
585;Lead-210;Air;;Bq;2.39325E-11;x;2.22321E-11;1.70042E-12
586;Lead-210;Air;high. pop.;Bq;0.00351002;x;0.003480263;2.97567E-05
587;Lead-210;Air;low. pop.;Bq;0.018369731;x;0.017181501;0.00118823
588;Lead-210;Eau;;Bq;4.90645E-06;x;4.67968E-06;2.26765E-07
589;Lead-210;Eau;groundwater;Bq;2.97193E-05;x;2.72925E-05;2.42681E-06
590;Lead-210;Eau;ocean;Bq;0.035085106;x;0.032213899;0.002871207
591;Lead-210;Eau;river;Bq;0.008100889;x;0.007595007;0.000505883
592;Linuron;Sol;agricultural;kg;2.73722E-10;x;2.11576E-10;6.2146E-11
593;Lithium;Brut;in ground;kg;5.459E-13;x;5.01437E-13;4.44624E-14
594;Lithium, ion;Eau;;kg;1.82254E-08;x;1.7383E-08;8.42329E-10
595;Lithium, ion;Eau;river;kg;8.63867E-13;x;7.93508E-13;7.03593E-14
596;m-Xylene;Air;high. pop.;kg;4.10935E-09;x;3.87274E-09;2.36609E-10
597;m-Xylene;Eau;;kg;5.13613E-13;x;4.89874E-13;2.37388E-14
598;m-Xylene;Eau;river;kg;4.78486E-14;x;4.40815E-14;3.76708E-15
599;Magnesite;Brut;in ground;kg;0.000163902;x;0.000151934;1.1968E-05
600;Magnesium;Brut;in water;kg;0.000106548;x;0.000106548;1.26264E-10
601;Magnesium;Air;;kg;3.51736E-13;x;3.3548E-13;1.62567E-14
602;Magnesium;Air;high. pop.;kg;2.99643E-07;x;2.96386E-07;3.25664E-09
603;Magnesium;Air;low. pop.;kg;2.49246E-08;x;2.2891E-08;2.03359E-09
604;Magnesium;Eau;;kg;1.06358E-08;x;1.01443E-08;4.91577E-10
605;Magnesium;Eau;groundwater;kg;1.42725E-05;x;1.34242E-05;8.48296E-07
606;Magnesium;Eau;ocean;kg;0.000112275;x;0.00010323;9.04509E-06
607;Magnesium;Eau;river;kg;0.000220489;x;0.000193875;2.6614E-05
608;Magnesium;Sol;agricultural;kg;1.59131E-07;x;1.49953E-07;9.1777E-09
609;Magnesium;Sol;industrial;kg;2.29235E-05;x;2.07808E-05;2.14265E-06
610;Mancozeb;Sol;agricultural;kg;3.10119E-10;x;2.91628E-10;1.8491E-11
611;Manganese;Brut;in ground;kg;2.19E-05;x;2.06102E-05;1.2898E-06
612;Manganese;Air;;kg;1.20527E-08;x;1.11741E-08;8.78677E-10
613;Manganese;Air;high. pop.;kg;9.21296E-09;x;8.75469E-09;4.58274E-10
614;Manganese;Air;low. pop.;kg;3.71098E-08;x;3.62236E-08;8.86131E-10
615;Manganese;Eau;;kg;1.19127E-08;x;1.09967E-08;9.15999E-10
616;Manganese;Eau;groundwater;kg;7.15027E-07;x;6.71764E-07;4.32637E-08
617;Manganese;Eau;ocean;kg;8.98812E-07;x;8.26403E-07;7.24096E-08
618;Manganese;Eau;river;kg;1.90386E-06;x;1.68289E-06;2.20975E-07
619;Manganese;Sol;agricultural;kg;9.18223E-08;x;8.64386E-08;5.38371E-09
620;Manganese;Sol;industrial;kg;1.1462E-06;x;1.03907E-06;1.07131E-07
621;Manganese-54;Air;low. pop.;Bq;2.57024E-08;x;2.0377E-08;5.32546E-09
622;Manganese-54;Eau;river;Bq;0.000466506;x;0.00041446;5.20454E-05
623;Mercury;Air;;kg;1.32683E-08;x;1.22903E-08;9.77931E-10
624;Mercury;Air;high. pop.;kg;4.92544E-09;x;4.56067E-09;3.64774E-10
625;Mercury;Air;low. pop.;kg;1.09781E-08;x;9.47817E-09;1.49998E-09
626;Mercury;Air;stratosphere + troposphere;kg;4.26082E-18;x;4.22436E-18;3.64562E-20
627;Mercury;Eau;;kg;6.67237E-10;x;6.15456E-10;5.17816E-11
628;Mercury;Eau;groundwater;kg;7.38693E-11;x;6.92642E-11;4.60505E-12
629;Mercury;Eau;lake;kg;1.27866E-16;x;1.26522E-16;1.34488E-18
630;Mercury;Eau;ocean;kg;4.36606E-10;x;4.01844E-10;3.47618E-11
631;Mercury;Eau;river;kg;4.34221E-10;x;4.08568E-10;2.56527E-11
632;Mercury;Sol;agricultural;kg;2.99902E-12;x;2.87973E-12;1.19296E-13
633;Metaldehyde;Sol;agricultural;kg;1.312E-12;x;1.03131E-12;2.80694E-13
634;Metamorphous rock, graphite containing;Brut;in ground;kg;5.54783E-07;x;5.45142E-07;9.64068E-09
635;Methane, biogenic;Air;;kg;4.34214E-06;x;4.05208E-06;2.9006E-07
636;Methane, biogenic;Air;high. pop.;kg;1.76016E-07;x;1.71979E-07;4.03708E-09
637;Methane, biogenic;Air;low. pop.;kg;4.88106E-06;x;4.73434E-06;1.46721E-07
638;Methane, bromo-, Halon 1001;Air;;kg;2.73987E-18;x;2.61324E-18;1.26631E-19
639;Methane, bromochlorodifluoro-, Halon 1211;Air;low. pop.;kg;1.66703E-09;x;1.61012E-09;5.69071E-11
640;Methane, bromotrifluoro-, Halon 1301;Air;high. pop.;kg;5.03514E-16;x;3.57953E-16;1.45561E-16
641;Methane, bromotrifluoro-, Halon 1301;Air;low. pop.;kg;3.51163E-08;x;3.00056E-08;5.1107E-09
642;Methane, chlorodifluoro-, HCFC-22;Air;high. pop.;kg;2.3438E-10;x;2.29103E-10;5.27748E-12
643;Methane, chlorodifluoro-, HCFC-22;Air;low. pop.;kg;6.37273E-09;x;6.14021E-09;2.32519E-10
644;Methane, dichloro-, HCC-30;Air;high. pop.;kg;6.95539E-12;x;6.61717E-12;3.38217E-13
645;Methane, dichloro-, HCC-30;Air;low. pop.;kg;5.14689E-12;x;4.78774E-12;3.59144E-13
646;Methane, dichloro-, HCC-30;Eau;river;kg;7.25431E-07;x;6.57627E-07;6.78045E-08
647;Methane, dichlorodifluoro-, CFC-12;Air;;kg;1.82164E-18;x;1.73744E-18;8.41922E-20
648;Methane, dichlorodifluoro-, CFC-12;Air;high. pop.;kg;2.28043E-10;x;2.27792E-10;2.5079E-13
649;Methane, dichlorodifluoro-, CFC-12;Air;low. pop.;kg;8.1402E-12;x;7.74671E-12;3.93492E-13
650;Methane, dichlorofluoro-, HCFC-21;Air;high. pop.;kg;4.06252E-14;x;4.01227E-14;5.02536E-16
651;Methane, fossil;Air;;kg;5.96626E-06;x;9.78075E-07;4.98818E-06
652;Methane, fossil;Air;high. pop.;kg;0.000122811;x;0.00011632;6.49151E-06
653;Methane, fossil;Air;low. pop.;kg;0.002027007;x;0.001635675;0.000391332
654;Methane, fossil;Air;stratosphere + troposphere;kg;3.04348E-12;x;3.01744E-12;2.60404E-14
655;Methane, monochloro-, R-40;Air;high. pop.;kg;5.67484E-13;x;5.34353E-13;3.31312E-14
656;Methane, monochloro-, R-40;Air;low. pop.;kg;9.39798E-12;x;8.74221E-12;6.55772E-13
657;Methane, tetrachloro-, CFC-10;Air;;kg;8.14553E-16;x;7.76907E-16;3.7646E-17
658;Methane, tetrachloro-, CFC-10;Air;high. pop.;kg;7.43906E-10;x;6.9149E-10;5.24154E-11
659;Methane, tetrafluoro-, CFC-14;Air;;kg;4.24055E-08;x;4.1103E-08;1.30246E-09
660;Methane, tetrafluoro-, CFC-14;Air;high. pop.;kg;5.29281E-12;x;4.93039E-12;3.6242E-13
661;Methane, trichlorofluoro-, CFC-11;Air;high. pop.;kg;6.59516E-14;x;6.51358E-14;8.15825E-16
662;Methane, trifluoro-, HFC-23;Air;high. pop.;kg;1.2926E-11;x;1.27661E-11;1.59897E-13
663;Methanesulfonic acid;Air;high. pop.;kg;2.3601E-14;x;1.82644E-14;5.33662E-15
664;Methanol;Air;;kg;1.23905E-07;x;1.07387E-07;1.65178E-08
665;Methanol;Air;high. pop.;kg;1.40257E-07;x;1.27188E-07;1.30696E-08
666;Methanol;Air;low. pop.;kg;5.03685E-06;x;5.02808E-06;8.7634E-09
667;Methanol;Eau;;kg;1.47814E-07;x;1.47404E-07;4.10028E-10
668;Methanol;Eau;ocean;kg;2.03444E-08;x;1.97495E-08;5.94938E-10
669;Methanol;Eau;river;kg;5.35279E-09;x;5.2936E-09;5.91893E-11
670;Methyl acetate;Air;high. pop.;kg;9.91496E-16;x;7.7346E-16;2.18036E-16
671;Methyl acetate;Eau;river;kg;2.37953E-15;x;1.85626E-15;5.23269E-16
672;Methyl acrylate;Air;high. pop.;kg;1.43753E-10;x;1.42268E-10;1.48525E-12
673;Methyl acrylate;Eau;river;kg;2.80829E-09;x;2.77927E-09;2.90148E-11
674;Methyl amine;Air;high. pop.;kg;3.4597E-13;x;3.3507E-13;1.09004E-14
675;Methyl amine;Eau;river;kg;8.30292E-13;x;8.04131E-13;2.61608E-14
676;Methyl borate;Air;high. pop.;kg;4.0813E-15;x;3.73149E-15;3.49814E-16
677;Methyl ethyl ketone;Air;high. pop.;kg;2.27458E-07;x;2.25089E-07;2.36821E-09
678;Methyl formate;Air;high. pop.;kg;5.62505E-13;x;5.56343E-13;6.16273E-15
679;Methyl formate;Eau;river;kg;2.2457E-13;x;2.2211E-13;2.46045E-15
680;Methyl lactate;Air;high. pop.;kg;1.0748E-13;x;9.69641E-14;1.05164E-14
681;Metolachlor;Sol;agricultural;kg;1.97601E-09;x;1.52625E-09;4.49758E-10
682;Metribuzin;Sol;agricultural;kg;1.09196E-11;x;1.02685E-11;6.51098E-13
683;Mineral oil;Sol;forestry;kg;0.18;x;0.18;x
684;Molybdenum;Brut;in ground;kg;6.09219E-07;x;5.77097E-07;3.2122E-08
685;Molybdenum;Air;;kg;1.38358E-13;x;1.29064E-13;9.29437E-15
686;Molybdenum;Air;high. pop.;kg;2.72733E-08;x;2.53943E-08;1.87902E-09
687;Molybdenum;Air;low. pop.;kg;1.07213E-09;x;1.00429E-09;6.78329E-11
688;Molybdenum;Eau;;kg;3.8962E-13;x;3.71612E-13;1.80077E-14
689;Molybdenum;Eau;groundwater;kg;1.04787E-07;x;9.83627E-08;6.42476E-09
690;Molybdenum;Eau;ocean;kg;4.21627E-09;x;3.88069E-09;3.35579E-10
691;Molybdenum;Eau;river;kg;4.40305E-08;x;4.09184E-08;3.11217E-09
692;Molybdenum;Sol;agricultural;kg;2.43201E-11;x;2.32353E-11;1.08482E-12
693;Molybdenum-99;Eau;river;Bq;3.08666E-06;x;2.44713E-06;6.39537E-07
694;Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore, in ground;Brut;in ground;kg;1.26429E-06;x;1.23042E-06;3.38677E-08
695;Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground;Brut;in ground;kg;1.78607E-07;x;1.73795E-07;4.81167E-09
696;Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore, in ground;Brut;in ground;kg;3.03356E-07;x;2.87424E-07;1.59319E-08
697;Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore, in ground;Brut;in ground;kg;6.54472E-07;x;6.36841E-07;1.76313E-08
698;Monoethanolamine;Air;high. pop.;kg;6.68247E-09;x;6.53884E-09;1.43629E-10
699;Napropamide;Sol;agricultural;kg;2.32121E-12;x;1.82462E-12;4.96588E-13
700;Nickel;Air;;kg;2.26576E-08;x;7.63535E-09;1.50223E-08
701;Nickel;Air;high. pop.;kg;5.79317E-07;x;5.33602E-07;4.57159E-08
702;Nickel;Air;low. pop.;kg;3.01533E-07;x;2.81417E-07;2.01163E-08
703;Nickel;Air;stratosphere + troposphere;kg;4.26082E-15;x;4.22436E-15;3.64562E-17
704;Nickel;Sol;;kg;2.38829E-09;x;1.16391E-10;2.2719E-09
705;Nickel;Sol;agricultural;kg;6.9295E-10;x;6.66993E-10;2.59572E-11
706;Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground;Brut;in ground;kg;2.88775E-07;x;2.79471E-07;9.30376E-09
707;Nickel, 1.98% in silicates, 1.04% in crude ore, in ground;Brut;in ground;kg;0.002580667;x;0.002566931;1.3736E-05
708;Nickel, ion;Eau;;kg;2.30974E-08;x;1.92099E-08;3.88747E-09
709;Nickel, ion;Eau;groundwater;kg;2.7586E-08;x;2.58739E-08;1.71215E-09
710;Nickel, ion;Eau;lake;kg;2.00783E-14;x;1.98671E-14;2.11184E-16
711;Nickel, ion;Eau;ocean;kg;9.71549E-09;x;8.98673E-09;7.28752E-10
712;Nickel, ion;Eau;river;kg;1.00576E-07;x;9.71564E-08;3.42006E-09
713;Niobium-95;Air;low. pop.;Bq;3.05114E-09;x;2.41897E-09;6.32172E-10
714;Niobium-95;Eau;river;Bq;7.32325E-05;x;6.72218E-05;6.01064E-06
715;Nitrate;Air;high. pop.;kg;3.63293E-10;x;3.45211E-10;1.8082E-11
716;Nitrate;Air;low. pop.;kg;4.71909E-09;x;4.38029E-09;3.38801E-10
717;Nitrate;Eau;groundwater;kg;2.67656E-06;x;2.47011E-06;2.06457E-07
718;Nitrate;Eau;ocean;kg;3.8808E-06;x;3.57647E-06;3.0433E-07
719;Nitrate;Eau;river;kg;6.05036E-06;x;5.53155E-06;5.18807E-07
720;Nitrite;Eau;ocean;kg;8.77118E-09;x;8.16744E-09;6.03738E-10
721;Nitrite;Eau;river;kg;3.0518E-08;x;2.99821E-08;5.35875E-10
722;Nitrobenzene;Air;high. pop.;kg;5.95934E-13;x;5.36838E-13;5.90955E-14
723;Nitrobenzene;Eau;river;kg;2.3882E-12;x;2.15138E-12;2.36821E-13
724;Nitrogen;Eau;ocean;kg;8.71993E-08;x;8.01898E-08;7.00955E-09
725;Nitrogen;Eau;river;kg;3.71022E-06;x;3.42641E-06;2.8381E-07
726;Nitrogen oxides;Air;;kg;0.001454594;x;0.000168137;0.001286457
727;Nitrogen oxides;Air;high. pop.;kg;0.00044219;x;0.000411345;3.08455E-05
728;Nitrogen oxides;Air;low. pop.;kg;0.004139375;x;0.003970213;0.000169162
729;Nitrogen oxides;Air;stratosphere + troposphere;kg;8.52142E-10;x;8.44851E-10;7.29106E-12
730;Nitrogen, organic bound;Eau;ocean;kg;5.71687E-06;x;5.51126E-06;2.05607E-07
731;Nitrogen, organic bound;Eau;river;kg;3.93231E-06;x;3.67767E-06;2.5465E-07
732;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;;kg;6.85914E-05;x;2.22647E-05;4.63267E-05
733;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;high. pop.;kg;0.001958754;x;0.001956016;2.73824E-06
734;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;low. pop.;kg;0.142785041;x;0.142581806;0.000203235
735;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;stratosphere + troposphere;kg;4.08403E-11;x;4.04909E-11;3.49442E-13
