SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:50;;;
247;Cesium;Eau;ocean;kg;3.83886E-07;x;2.80464E-07;1.03422E-07
248;Cesium;Eau;river;kg;8.72524E-07;x;5.54287E-07;3.18238E-07
249;Cesium-134;Air;low. pop.;Bq;9.20172E-07;x;4.30518E-07;4.89654E-07
250;Cesium-134;Eau;river;Bq;0.014433226;x;0.011090343;0.003342883
251;Cesium-136;Eau;river;Bq;1.46308E-05;x;6.84526E-06;7.78556E-06
252;Cesium-137;Air;low. pop.;Bq;1.63115E-05;x;7.63162E-06;8.6799E-06
253;Cesium-137;Eau;ocean;Bq;11.51088065;x;8.701832519;2.809048131
254;Cesium-137;Eau;river;Bq;0.054531614;x;0.034888131;0.019643483
255;Chloramine;Air;high. pop.;kg;1.10782E-12;x;8.53572E-13;2.54247E-13
256;Chloramine;Eau;river;kg;9.95146E-12;x;7.6468E-12;2.30466E-12
257;Chlorate;Eau;river;kg;1.19332E-05;x;9.17258E-06;2.76064E-06
258;Chloride;Eau;;kg;0.000132031;x;9.69158E-05;3.51153E-05
259;Chloride;Eau;groundwater;kg;0.009047246;x;0.007612159;0.001435086
260;Chloride;Eau;ocean;kg;0.192609987;x;0.140722237;0.05188775
261;Chloride;Eau;river;kg;0.442298494;x;0.281512166;0.160786328
262;Chloride;Sol;;kg;0.00059198;x;0.000166138;0.000425841
263;Chloride;Sol;agricultural;kg;3.15151E-07;x;2.62915E-07;5.22358E-08
264;Chloride;Sol;industrial;kg;0.001952921;x;0.001362356;0.000590565
265;Chlorinated solvents, unspecified;Eau;ocean;kg;2.58261E-10;x;2.5826E-10;2.62333E-16
266;Chlorinated solvents, unspecified;Eau;river;kg;1.59512E-08;x;1.39661E-08;1.98509E-09
267;Chlorine;Air;;kg;3.06285E-09;x;3.03436E-09;2.8492E-11
268;Chlorine;Air;high. pop.;kg;7.03318E-06;x;5.12137E-06;1.91181E-06
269;Chlorine;Air;low. pop.;kg;8.19419E-09;x;6.13592E-09;2.05827E-09
270;Chlorine;Eau;river;kg;3.48891E-07;x;3.2725E-07;2.16412E-08
271;Chloroacetic acid;Air;high. pop.;kg;2.00906E-10;x;8.7513E-11;1.13393E-10
272;Chloroacetic acid;Eau;river;kg;1.07872E-08;x;4.9369E-09;5.85032E-09
273;Chloroacetyl chloride;Eau;river;kg;2.09028E-13;x;9.84095E-14;1.10619E-13
274;Chloroform;Air;;kg;1.78397E-17;x;1.48966E-17;2.94312E-18
275;Chloroform;Air;high. pop.;kg;1.28998E-09;x;1.02083E-09;2.69148E-10
276;Chloroform;Air;low. pop.;kg;3.0493E-11;x;2.2848E-11;7.64502E-12
277;Chloroform;Eau;river;kg;6.33534E-11;x;5.23316E-11;1.10218E-11
278;Chlorosilane, trimethyl-;Air;high. pop.;kg;5.28522E-10;x;3.87065E-10;1.41456E-10
279;Chlorosulfonic acid;Air;high. pop.;kg;7.495E-13;x;3.43245E-13;4.06255E-13
280;Chlorosulfonic acid;Eau;river;kg;1.86907E-12;x;8.55978E-13;1.01309E-12
281;Chlorothalonil;Sol;agricultural;kg;6.51795E-09;x;5.62101E-09;8.96946E-10
282;Chromium;Brut;in ground;kg;0.074067296;x;0.073885094;0.000182202
283;Chromium;Air;;kg;1.46316E-06;x;4.51125E-07;1.01203E-06
284;Chromium;Air;high. pop.;kg;6.69594E-07;x;5.47802E-07;1.21792E-07
285;Chromium;Air;low. pop.;kg;0.000254854;x;0.000254257;5.96454E-07
286;Chromium;Air;stratosphere + troposphere;kg;4.57787E-14;x;4.41382E-14;1.64054E-15
287;Chromium;Sol;;kg;5.35661E-08;x;7.43602E-10;5.28225E-08
288;Chromium;Sol;agricultural;kg;2.86061E-08;x;2.42152E-08;4.39081E-09
289;Chromium;Sol;industrial;kg;2.78997E-06;x;1.9463E-06;8.43663E-07
290;Chromium-51;Air;low. pop.;Bq;1.23114E-06;x;5.76006E-07;6.55136E-07
291;Chromium-51;Eau;river;Bq;0.022965827;x;0.013271354;0.009694473
292;Chromium VI;Air;;kg;6.96952E-10;x;3.69081E-11;6.60044E-10
293;Chromium VI;Air;high. pop.;kg;1.92122E-08;x;1.78609E-08;1.35121E-09
294;Chromium VI;Air;low. pop.;kg;6.3708E-06;x;6.35546E-06;1.53413E-08
295;Chromium VI;Eau;;kg;4.36086E-08;x;3.64151E-08;7.1935E-09
296;Chromium VI;Eau;groundwater;kg;7.59337E-07;x;5.81485E-07;1.77852E-07
297;Chromium VI;Eau;river;kg;2.13517E-05;x;1.88208E-05;2.53086E-06
298;Chromium VI;Sol;;kg;1.32056E-06;x;8.90365E-07;4.30191E-07
299;Chromium, ion;Eau;;kg;3.7851E-07;x;2.74566E-07;1.03944E-07
300;Chromium, ion;Eau;groundwater;kg;7.70117E-10;x;4.7238E-10;2.97736E-10
301;Chromium, ion;Eau;ocean;kg;1.84524E-06;x;1.35556E-06;4.89676E-07
302;Chromium, ion;Eau;river;kg;1.62726E-06;x;9.51799E-07;6.75459E-07
303;Chrysotile;Brut;in ground;kg;2.71369E-07;x;2.09294E-07;6.20748E-08
304;Cinnabar;Brut;in ground;kg;2.53871E-08;x;1.96398E-08;5.74726E-09
305;Clay;Brut;in ground;kg;0.08134271;x;0.06199035;0.019352361
306;Clay, bentonite;Brut;in ground;kg;0.00953194;x;0.007222149;0.002309791
307;Coal, brown;Brut;in ground;kg;0.797001294;x;0.609344743;0.187656551
308;Coal, hard;Brut;in ground;kg;0.945660513;x;0.796117516;0.149542997
309;Cobalt;Brut;in ground;kg;2.12656E-07;x;1.50615E-08;1.97595E-07
310;Cobalt;Air;;kg;3.88062E-10;x;2.52472E-10;1.35589E-10
311;Cobalt;Air;high. pop.;kg;1.15206E-06;x;9.06781E-07;2.45279E-07
312;Cobalt;Air;low. pop.;kg;3.02473E-06;x;3.00416E-06;2.05682E-08
313;Cobalt;Eau;;kg;6.63151E-12;x;5.53748E-12;1.09403E-12
314;Cobalt;Eau;groundwater;kg;9.36264E-08;x;7.46644E-08;1.8962E-08
315;Cobalt;Eau;ocean;kg;3.4675E-10;x;2.62131E-10;8.46195E-11
316;Cobalt;Eau;river;kg;7.74475E-07;x;6.75184E-07;9.92916E-08
317;Cobalt;Sol;agricultural;kg;2.61396E-09;x;2.30671E-09;3.07251E-10
318;Cobalt-57;Eau;river;Bq;0.000464433;x;0.000217291;0.000247141
319;Cobalt-58;Air;low. pop.;Bq;1.71443E-06;x;8.02121E-07;9.12305E-07
320;Cobalt-58;Eau;river;Bq;0.153820864;x;0.100007916;0.053812948
321;Cobalt-60;Air;low. pop.;Bq;1.51454E-05;x;7.08596E-06;8.05939E-06
322;Cobalt-60;Eau;river;Bq;0.122868609;x;0.077993441;0.044875169
323;COD, Chemical Oxygen Demand;Eau;;kg;0.000116156;x;0.000105128;1.10277E-05
324;COD, Chemical Oxygen Demand;Eau;groundwater;kg;1.35896E-07;x;1.14354E-07;2.15419E-08
325;COD, Chemical Oxygen Demand;Eau;ocean;kg;0.041129403;x;0.028356845;0.012772558
326;COD, Chemical Oxygen Demand;Eau;river;kg;0.211039197;x;0.1536469;0.057392298
327;Colemanite;Brut;in ground;kg;5.26787E-06;x;4.13718E-06;1.13069E-06
328;Copper;Air;;kg;5.51506E-05;x;3.20388E-07;5.48302E-05
329;Copper;Air;high. pop.;kg;1.98204E-06;x;1.55757E-06;4.24469E-07
330;Copper;Air;low. pop.;kg;1.13327E-05;x;1.09319E-05;4.00834E-07
331;Copper;Air;stratosphere + troposphere;kg;1.55642E-12;x;1.50065E-12;5.57761E-14
332;Copper;Sol;;kg;1.57596E-06;x;5.66253E-07;1.0097E-06
333;Copper;Sol;agricultural;kg;5.15018E-08;x;4.65492E-08;4.95264E-09
334;Copper;Sol;industrial;kg;1.32902E-08;x;7.82466E-09;5.46551E-09
335;Copper, 0.99% in sulfide, Cu 0.36% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;9.30357E-05;x;7.72248E-05;1.58109E-05
336;Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;0.000513261;x;0.000426261;8.69997E-05
337;Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;0.000136153;x;0.000113075;2.30778E-05
338;Copper, 2.19% in sulfide, Cu 1.83% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;0.000677318;x;0.000562498;0.00011482
339;Copper, ion;Eau;;kg;1.0537E-06;x;2.63346E-07;7.90357E-07
340;Copper, ion;Eau;groundwater;kg;7.17264E-08;x;5.84029E-08;1.33236E-08
341;Copper, ion;Eau;lake;kg;8.60369E-13;x;7.10324E-13;1.50045E-13
342;Copper, ion;Eau;ocean;kg;4.03733E-07;x;2.98531E-07;1.05202E-07
343;Copper, ion;Eau;river;kg;1.06381E-06;x;8.97826E-07;1.65984E-07
344;Cumene;Air;;kg;1.601E-18;x;1.33687E-18;2.64129E-19
345;Cumene;Air;high. pop.;kg;1.80162E-06;x;1.13868E-06;6.62944E-07
346;Cumene;Air;low. pop.;kg;1.69403E-12;x;1.26931E-12;4.24726E-13
347;Cumene;Eau;river;kg;4.32928E-06;x;2.73625E-06;1.59303E-06
348;Cyanide;Air;;kg;7.54751E-16;x;6.30238E-16;1.24513E-16
349;Cyanide;Air;high. pop.;kg;6.58234E-08;x;4.97359E-08;1.60876E-08
350;Cyanide;Air;low. pop.;kg;2.85405E-06;x;2.83734E-06;1.67111E-08
351;Cyanide;Eau;;kg;2.55714E-07;x;2.12146E-07;4.35679E-08
352;Cyanide;Eau;ocean;kg;1.43141E-06;x;1.05646E-06;3.74945E-07
353;Cyanide;Eau;river;kg;2.28654E-06;x;1.67311E-06;6.13431E-07
354;Cyanoacetic acid;Air;high. pop.;kg;6.13811E-13;x;2.81107E-13;3.32704E-13
355;Cypermethrin;Sol;agricultural;kg;2.26154E-09;x;1.60635E-09;6.55192E-10
356;Diatomite;Brut;in ground;kg;3.11717E-10;x;1.18862E-10;1.92854E-10
357;Dichromate;Eau;river;kg;3.44302E-08;x;2.32192E-08;1.1211E-08
358;Diethylamine;Air;high. pop.;kg;4.29668E-12;x;3.06036E-12;1.23632E-12
359;Diethylamine;Eau;river;kg;1.03121E-11;x;7.34499E-12;2.9671E-12
360;Dimethyl malonate;Air;high. pop.;kg;7.69713E-13;x;3.52506E-13;4.17208E-13
361;Dimethylamine;Eau;river;kg;9.03212E-12;x;5.20928E-12;3.82284E-12
362;Dinitrogen monoxide;Air;;kg;0.000848258;x;2.56324E-05;0.000822626
363;Dinitrogen monoxide;Air;high. pop.;kg;8.29539E-05;x;6.37644E-05;1.91895E-05
364;Dinitrogen monoxide;Air;low. pop.;kg;9.04423E-05;x;6.02181E-05;3.02243E-05
365;Dinitrogen monoxide;Air;stratosphere + troposphere;kg;2.74666E-11;x;2.64822E-11;9.84327E-13
366;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;Air;;kg;2.89617E-12;x;2.41981E-12;4.76358E-13
367;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;Air;high. pop.;kg;3.28555E-13;x;2.71176E-13;5.73789E-14
368;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;Air;low. pop.;kg;1.7308E-12;x;1.61741E-12;1.13393E-13
369;Dipropylamine;Air;high. pop.;kg;2.70867E-12;x;1.93827E-12;7.70402E-13
370;Dipropylamine;Eau;river;kg;6.50097E-12;x;4.65196E-12;1.84901E-12
371;DOC, Dissolved Organic Carbon;Eau;;kg;3.50111E-05;x;3.32879E-05;1.7232E-06
372;DOC, Dissolved Organic Carbon;Eau;lake;kg;5.3111E-08;x;3.38524E-08;1.92587E-08
373;DOC, Dissolved Organic Carbon;Eau;ocean;kg;0.013359775;x;0.009294441;0.004065334
374;DOC, Dissolved Organic Carbon;Eau;river;kg;0.062759111;x;0.045248292;0.017510819
375;Dolomite;Brut;in ground;kg;0.001131135;x;0.000967126;0.00016401
376;Energy, gross calorific value, in biomass;Brut;biotic;MJ;1.424057838;x;1.245112638;0.1789452
377;Energy, gross calorific value, in biomass, primary forest;Brut;biotic;MJ;0.001400091;x;0.000995008;0.000405083
378;Energy, kinetic (in wind), converted;Brut;in air;MJ;0.345565538;x;0.268591105;0.076974433
379;Energy, potential (in hydropower reservoir), converted;Brut;in water;MJ;5.540086832;x;4.905262478;0.634824354
380;Energy, solar, converted;Brut;in air;MJ;0.004793567;x;0.003580782;0.001212785
381;Ethane;Air;;kg;4.47632E-09;x;3.73784E-09;7.38479E-10
382;Ethane;Air;high. pop.;kg;0.000306594;x;0.000197869;0.000108726
383;Ethane;Air;low. pop.;kg;0.000215543;x;0.000178196;3.73473E-05
384;Ethane, 1,1-difluoro-, HFC-152a;Air;high. pop.;kg;1.76196E-09;x;1.31799E-09;4.43967E-10
385;Ethane, 1,1,1-trichloro-, HCFC-140;Air;;kg;3.29999E-17;x;2.75557E-17;5.4442E-18
386;Ethane, 1,1,1-trichloro-, HCFC-140;Air;low. pop.;kg;6.22164E-12;x;4.66174E-12;1.5599E-12
387;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Air;;kg;7.22712E-07;x;1.88677E-07;5.34036E-07
388;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Air;high. pop.;kg;6.06699E-11;x;4.9542E-11;1.11279E-11
389;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Air;low. pop.;kg;1.49313E-09;x;1.11858E-09;3.74555E-10
390;Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;Air;high. pop.;kg;2.25899E-11;x;1.86759E-11;3.91397E-12
391;Ethane, 1,2-dichloro-;Air;high. pop.;kg;5.31776E-07;x;4.83785E-07;4.79905E-08
392;Ethane, 1,2-dichloro-;Air;low. pop.;kg;1.2428E-11;x;9.31206E-12;3.1159E-12
393;Ethane, 1,2-dichloro-;Eau;river;kg;1.49062E-08;x;1.11083E-08;3.79797E-09
394;Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;Air;low. pop.;kg;2.56933E-08;x;1.90419E-08;6.65141E-09
395;Ethane, hexafluoro-, HFC-116;Air;;kg;1.41251E-07;x;1.32134E-07;9.11714E-09
396;Ethane, hexafluoro-, HFC-116;Air;high. pop.;kg;1.60022E-09;x;1.31954E-09;2.80682E-10
397;Ethanol;Air;high. pop.;kg;1.95101E-06;x;1.39975E-06;5.51258E-07
398;Ethanol;Air;low. pop.;kg;8.9533E-09;x;6.66124E-09;2.29206E-09
399;Ethanol;Eau;river;kg;7.36257E-09;x;6.02921E-09;1.33336E-09
400;Ethene;Air;high. pop.;kg;7.22352E-05;x;5.1058E-05;2.11772E-05
401;Ethene;Air;low. pop.;kg;1.69243E-05;x;1.59015E-05;1.02281E-06
402;Ethene;Eau;river;kg;1.69312E-06;x;1.02828E-06;6.6484E-07
403;Ethene, chloro-;Air;;kg;1.20893E-17;x;1.00948E-17;1.99446E-18
404;Ethene, chloro-;Air;high. pop.;kg;2.48698E-07;x;2.34542E-07;1.41557E-08
405;Ethene, chloro-;Eau;river;kg;5.14336E-10;x;3.92444E-10;1.21892E-10
406;Ethene, tetrachloro-;Air;;kg;2.61386E-14;x;2.18263E-14;4.31229E-15
407;Ethene, tetrachloro-;Air;high. pop.;kg;1.55304E-12;x;1.16728E-12;3.85764E-13
408;Ethene, tetrachloro-;Air;low. pop.;kg;1.33674E-11;x;1.00159E-11;3.35147E-12
409;Ethyl acetate;Air;high. pop.;kg;8.58712E-07;x;7.09514E-07;1.49197E-07
410;Ethyl acetate;Eau;river;kg;1.14383E-11;x;8.20711E-12;3.23123E-12
411;Ethyl cellulose;Air;high. pop.;kg;1.72792E-09;x;1.42857E-09;2.99354E-10
412;Ethylamine;Air;high. pop.;kg;6.18875E-13;x;4.77988E-13;1.40887E-13
413;Ethylamine;Eau;river;kg;1.48532E-12;x;1.1472E-12;3.38125E-13
414;Ethylene diamine;Air;high. pop.;kg;7.29674E-12;x;5.57711E-12;1.71963E-12
415;Ethylene diamine;Eau;river;kg;1.75718E-11;x;1.34193E-11;4.15256E-12
416;Ethylene oxide;Air;;kg;3.90306E-10;x;3.76319E-10;1.39872E-11
417;Ethylene oxide;Air;high. pop.;kg;2.2085E-08;x;1.36245E-08;8.4605E-09
418;Ethylene oxide;Air;low. pop.;kg;2.75241E-11;x;2.65377E-11;9.86368E-13
419;Ethylene oxide;Air;stratosphere + troposphere;kg;1.67266E-10;x;1.61271E-10;5.99444E-12
420;Ethylene oxide;Eau;river;kg;5.88044E-10;x;4.72198E-10;1.15846E-10
421;Ethyne;Air;;kg;3.46694E-09;x;2.68593E-09;7.8101E-10
422;Ethyne;Air;high. pop.;kg;2.4091E-06;x;2.38819E-06;2.09162E-08
423;Ethyne;Air;low. pop.;kg;2.15207E-07;x;1.74789E-07;4.0418E-08
424;Feldspar;Brut;in ground;kg;7.58866E-10;x;6.18057E-10;1.40809E-10
425;Fenpiclonil;Sol;agricultural;kg;2.88777E-10;x;2.35953E-10;5.28247E-11
426;Fluoride;Eau;;kg;1.03273E-06;x;7.41483E-07;2.91245E-07
427;Fluoride;Eau;groundwater;kg;4.45228E-06;x;3.6451E-06;8.07177E-07
428;Fluoride;Eau;ocean;kg;4.20257E-05;x;3.08214E-05;1.12043E-05
429;Fluoride;Eau;river;kg;5.6682E-05;x;3.66894E-05;1.99926E-05
430;Fluoride;Sol;;kg;8.93435E-07;x;6.0247E-07;2.90966E-07
431;Fluoride;Sol;industrial;kg;2.78997E-05;x;1.9463E-05;8.43663E-06
432;Fluorine;Air;;kg;4.46205E-11;x;3.26165E-11;1.2004E-11
433;Fluorine;Air;high. pop.;kg;3.77466E-08;x;3.14992E-08;6.24741E-09
434;Fluorine;Air;low. pop.;kg;1.01223E-06;x;1.00041E-06;1.18211E-08
435;Fluorine, 4.5% in apatite, 1% in crude ore, in ground;Brut;in ground;kg;5.65824E-05;x;4.07447E-05;1.58377E-05
436;Fluorine, 4.5% in apatite, 3% in crude ore, in ground;Brut;in ground;kg;2.50008E-05;x;1.79838E-05;7.01693E-06
437;Fluorspar;Brut;in ground;kg;0.00171524;x;0.001255557;0.000459683
438;Fluosilicic acid;Air;high. pop.;kg;1.65091E-07;x;1.54436E-07;1.06555E-08
439;Fluosilicic acid;Eau;river;kg;2.97157E-07;x;2.77978E-07;1.91795E-08
440;Formaldehyde;Air;;kg;0.000458955;x;8.78529E-07;0.000458077
441;Formaldehyde;Air;high. pop.;kg;4.58884E-06;x;3.56019E-06;1.02865E-06
442;Formaldehyde;Air;low. pop.;kg;1.06319E-06;x;8.07482E-07;2.55708E-07
443;Formaldehyde;Air;stratosphere + troposphere;kg;1.44211E-10;x;1.39044E-10;5.16792E-12
444;Formaldehyde;Eau;;kg;1.06025E-05;x;1.05163E-05;8.61074E-08
445;Formaldehyde;Eau;river;kg;9.10103E-09;x;8.4184E-09;6.82631E-10
446;Formamide;Air;high. pop.;kg;5.10824E-13;x;4.14001E-13;9.68232E-14
447;Formamide;Eau;river;kg;1.22601E-12;x;9.93626E-13;2.32384E-13
448;Formate;Eau;river;kg;1.72716E-10;x;9.12115E-11;8.15041E-11
449;Formic acid;Air;high. pop.;kg;1.06904E-09;x;8.83855E-10;1.8518E-10
450;Formic acid;Air;low. pop.;kg;9.12073E-08;x;6.48189E-08;2.63884E-08
451;Formic acid;Eau;river;kg;3.55892E-13;x;2.88435E-13;6.74566E-14
452;Furan;Air;;kg;2.56817E-18;x;2.14449E-18;4.23677E-19
453;Furan;Air;low. pop.;kg;2.58994E-08;x;1.84062E-08;7.49321E-09
454;Gallium;Brut;in ground;kg;1.3571E-11;x;1.01501E-11;3.42085E-12
455;Gas, mine, off-gas, process, coal mining/m3;Brut;in ground;m3;0.009167435;x;0.007706136;0.001461298
456;Gas, natural/m3;Brut;in ground;m3;1.603823315;x;1.05140544;0.552417875
457;Glutaraldehyde;Eau;ocean;kg;5.19753E-07;x;3.80818E-07;1.38935E-07
458;Glyphosate;Sol;agricultural;kg;4.57827E-08;x;2.64806E-08;1.93022E-08
459;Glyphosate;Sol;industrial;kg;1.09823E-07;x;4.76721E-08;6.21506E-08
460;Gold;Brut;in ground;kg;3.71646E-09;x;3.07256E-09;6.43904E-10
461;Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground;Brut;in ground;kg;1.69267E-09;x;1.3994E-09;2.93264E-10
462;Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground;Brut;in ground;kg;3.104E-09;x;2.56622E-09;5.37784E-10
463;Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore, in ground;Brut;in ground;kg;5.67657E-09;x;4.69308E-09;9.8349E-10
464;Gold, Au 4.3E-4%, in ore, in ground;Brut;in ground;kg;1.40687E-09;x;1.16312E-09;2.43751E-10
465;Gold, Au 4.9E-5%, in ore, in ground;Brut;in ground;kg;3.36965E-09;x;2.78584E-09;5.83806E-10
466;Gold, Au 6.7E-4%, in ore, in ground;Brut;in ground;kg;5.21679E-09;x;4.31295E-09;9.03839E-10
467;Gold, Au 7.1E-4%, in ore, in ground;Brut;in ground;kg;5.88236E-09;x;4.8632E-09;1.01916E-09
468;Gold, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground;Brut;in ground;kg;3.52488E-10;x;2.91417E-10;6.10709E-11
469;Granite;Brut;in ground;kg;3.69753E-12;x;3.16203E-12;5.35497E-13
470;Gravel;Brut;in ground;kg;1.612990477;x;0.975924149;0.637066328
471;Gypsum;Brut;in ground;kg;1.22612E-06;x;9.03864E-07;3.22253E-07
472;Heat, waste;Air;;MJ;327.1783967;x;12.83359674;314.3448
473;Heat, waste;Air;high. pop.;MJ;100.7477524;x;80.21863439;20.52911803
474;Heat, waste;Air;low. pop.;MJ;76.82996013;x;49.97646833;26.8534918
475;Heat, waste;Air;stratosphere + troposphere;MJ;4.17498E-05;x;4.02536E-05;1.49621E-06
476;Heat, waste;Eau;;MJ;0.046379163;x;0.043467051;0.002912112
477;Heat, waste;Eau;ocean;MJ;0.000366433;x;0.000272054;9.43793E-05
478;Heat, waste;Eau;river;MJ;24.0467313;x;18.41703477;5.629696525
479;Heat, waste;Sol;;MJ;0.200926607;x;0.121710201;0.079216407
480;Heat, waste;Sol;industrial;MJ;0.006583169;x;0.00482718;0.00175599
481;Helium;Air;;kg;1.24732E-14;x;9.05431E-15;3.41884E-15
482;Helium;Air;low. pop.;kg;7.10202E-05;x;3.15291E-05;3.94911E-05
483;Heptane;Air;high. pop.;kg;0.000280553;x;0.000177477;0.000103076
484;Hexane;Air;;kg;2.59097E-09;x;2.16351E-09;4.27459E-10
485;Hexane;Air;high. pop.;kg;0.000675848;x;0.000454762;0.000221085
486;Hexane;Air;low. pop.;kg;5.9632E-07;x;4.46108E-07;1.50212E-07
487;Hydrocarbons, aliphatic, alkanes, cyclic;Air;high. pop.;kg;3.27917E-08;x;2.14859E-08;1.13058E-08
488;Hydrocarbons, aliphatic, alkanes, cyclic;Air;low. pop.;kg;1.80183E-10;x;1.35007E-10;4.51752E-11
489;Hydrocarbons, aliphatic, alkanes, unspecified;Air;;kg;4.08197E-05;x;3.33575E-05;7.4622E-06
490;Hydrocarbons, aliphatic, alkanes, unspecified;Air;high. pop.;kg;0.003052256;x;0.003040435;1.18211E-05
